episode, reward, steps, success, n_collisions, n_unique_collisions, timedout
38.0,-322.0176696777344,262.0,0.0,2.0,2.0,0.0
39.0,-296.4864501953125,230.0,0.0,1.0,1.0,0.0
40.0,-181.97105407714844,301.0,1.0,0.0,0.0,0.0
41.0,-498.8061828613281,206.0,0.0,3.0,3.0,0.0
42.0,-110.11106872558594,278.0,1.0,0.0,0.0,0.0
43.0,-104.60955047607422,251.0,1.0,0.0,0.0,0.0
44.0,-366.0473937988281,207.0,0.0,2.0,2.0,0.0
45.0,-218.29156494140625,390.0,0.0,1.0,1.0,0.0
46.0,-420.1815185546875,217.0,0.0,2.0,2.0,0.0
47.0,-327.0802307128906,232.0,0.0,2.0,2.0,0.0
48.0,-103.23553466796875,357.0,1.0,0.0,0.0,0.0
49.0,-217.3992462158203,331.0,0.0,1.0,1.0,0.0
50.0,-172.4199676513672,291.0,1.0,0.0,0.0,0.0
51.0,-94.65045166015625,323.0,1.0,0.0,0.0,0.0
52.0,-76.90314483642578,275.0,1.0,0.0,0.0,0.0
53.0,-519.787353515625,232.0,0.0,3.0,3.0,0.0
54.0,-229.3639678955078,205.0,0.0,1.0,1.0,0.0
55.0,-453.42144775390625,237.0,0.0,2.0,2.0,0.0
56.0,-381.92364501953125,214.0,0.0,2.0,2.0,0.0
57.0,-454.3170166015625,239.0,0.0,2.0,2.0,0.0
58.0,-290.05426025390625,259.0,0.0,2.0,2.0,0.0
59.0,-180.8751678466797,276.0,0.0,1.0,1.0,0.0
60.0,-435.9360656738281,203.0,0.0,2.0,2.0,0.0
61.0,-98.8050765991211,229.0,1.0,0.0,0.0,0.0
62.0,-89.83749389648438,232.0,1.0,0.0,0.0,0.0
63.0,-659.5548706054688,194.0,0.0,4.0,4.0,0.0
64.0,-340.9703063964844,282.0,0.0,1.0,1.0,0.0
65.0,-186.07998657226562,330.0,0.0,1.0,1.0,0.0
66.0,-114.50477600097656,273.0,1.0,0.0,0.0,0.0
67.0,-107.34236145019531,287.0,1.0,0.0,0.0,0.0
68.0,-234.94320678710938,207.0,0.0,1.0,1.0,0.0
69.0,-164.4420623779297,339.0,1.0,0.0,0.0,0.0
70.0,-414.0679931640625,269.0,0.0,1.0,1.0,0.0
71.0,-476.071533203125,290.0,0.0,1.0,1.0,0.0
72.0,-160.01834106445312,271.0,0.0,1.0,1.0,0.0
73.0,-99.386474609375,272.0,1.0,0.0,0.0,0.0
74.0,-265.5602111816406,216.0,0.0,1.0,1.0,0.0
75.0,-231.53167724609375,221.0,0.0,1.0,1.0,0.0
76.0,-384.3485412597656,285.0,0.0,2.0,2.0,0.0
77.0,-551.1597290039062,266.0,0.0,2.0,2.0,0.0
78.0,-226.3040771484375,239.0,0.0,1.0,1.0,0.0
79.0,-301.6611633300781,221.0,0.0,1.0,1.0,0.0
80.0,-78.67124938964844,338.0,1.0,0.0,0.0,0.0
81.0,-108.95640563964844,236.0,1.0,0.0,0.0,0.0
82.0,-342.41937255859375,200.0,0.0,2.0,2.0,0.0
83.0,-515.2788696289062,243.0,0.0,3.0,3.0,0.0
84.0,-211.10665893554688,205.0,0.0,1.0,1.0,0.0
85.0,-202.31646728515625,271.0,0.0,1.0,1.0,0.0
86.0,-101.64566802978516,260.0,1.0,0.0,0.0,0.0
87.0,-232.62777709960938,217.0,0.0,1.0,1.0,0.0
88.0,-106.66686248779297,348.0,1.0,0.0,0.0,0.0
89.0,-176.57505798339844,234.0,1.0,0.0,0.0,0.0
90.0,-194.25942993164062,242.0,0.0,1.0,1.0,0.0
91.0,-145.48342895507812,346.0,1.0,0.0,0.0,0.0
92.0,-386.78863525390625,212.0,0.0,2.0,2.0,0.0
93.0,-96.33636474609375,309.0,1.0,0.0,0.0,0.0
94.0,-452.0863037109375,218.0,0.0,2.0,2.0,0.0
95.0,-76.26167297363281,215.0,1.0,0.0,0.0,0.0
96.0,-124.04959106445312,242.0,1.0,0.0,0.0,0.0
97.0,-168.27728271484375,375.0,0.0,1.0,1.0,0.0
98.0,-115.8330078125,243.0,1.0,0.0,0.0,0.0
99.0,-603.43994140625,235.0,0.0,3.0,3.0,0.0
100.0,-111.32853698730469,336.0,1.0,0.0,0.0,0.0
101.0,-108.3980484008789,248.0,1.0,0.0,0.0,0.0
102.0,-91.35372924804688,328.0,1.0,0.0,0.0,0.0
103.0,-173.703369140625,226.0,1.0,0.0,0.0,0.0
104.0,-560.0442504882812,279.0,0.0,2.0,2.0,0.0
105.0,-193.3594970703125,283.0,0.0,1.0,1.0,0.0
106.0,-175.76583862304688,224.0,1.0,0.0,0.0,0.0
107.0,-103.091552734375,236.0,1.0,0.0,0.0,0.0
108.0,-200.81777954101562,278.0,0.0,1.0,1.0,0.0
109.0,-123.5207748413086,215.0,1.0,0.0,0.0,0.0
110.0,-87.83854675292969,326.0,1.0,0.0,0.0,0.0
111.0,-90.9448471069336,290.0,1.0,0.0,0.0,0.0
112.0,-45.091800689697266,284.0,1.0,0.0,0.0,0.0
113.0,-44.495826721191406,349.0,1.0,0.0,0.0,0.0
114.0,-160.761962890625,277.0,0.0,1.0,1.0,0.0
115.0,-131.43194580078125,210.0,1.0,0.0,0.0,0.0
116.0,-160.60350036621094,259.0,0.0,1.0,1.0,0.0
117.0,-93.48612213134766,236.0,1.0,0.0,0.0,0.0
118.0,-117.31166076660156,273.0,1.0,0.0,0.0,0.0
119.0,-650.484130859375,285.0,0.0,2.0,2.0,0.0
120.0,-233.7220458984375,222.0,0.0,1.0,1.0,0.0
121.0,-185.6527099609375,279.0,0.0,1.0,1.0,0.0
122.0,-86.05888366699219,224.0,1.0,0.0,0.0,0.0
123.0,-183.77133178710938,244.0,0.0,1.0,1.0,0.0
124.0,-181.65635681152344,270.0,0.0,1.0,1.0,0.0
125.0,-58.548641204833984,285.0,1.0,0.0,0.0,0.0
126.0,-56.56523895263672,248.0,1.0,0.0,0.0,0.0
127.0,-187.79087829589844,212.0,0.0,1.0,1.0,0.0
128.0,-100.33920288085938,202.0,1.0,0.0,0.0,0.0
129.0,-170.13160705566406,231.0,0.0,1.0,1.0,0.0
130.0,-44.63888168334961,381.0,1.0,0.0,0.0,0.0
131.0,-74.13375854492188,225.0,1.0,0.0,0.0,0.0
132.0,-206.88546752929688,270.0,0.0,1.0,1.0,0.0
133.0,-639.901123046875,220.0,0.0,3.0,3.0,0.0
134.0,-101.44048309326172,276.0,1.0,0.0,0.0,0.0
135.0,-156.10647583007812,228.0,1.0,0.0,0.0,0.0
136.0,-141.97882080078125,285.0,0.0,1.0,1.0,0.0
137.0,-78.34325408935547,273.0,1.0,0.0,0.0,0.0
138.0,-322.38153076171875,229.0,0.0,1.0,1.0,0.0
139.0,-86.62669372558594,215.0,1.0,0.0,0.0,0.0
140.0,-66.05314636230469,345.0,1.0,0.0,0.0,0.0
141.0,-205.9463348388672,207.0,0.0,1.0,1.0,0.0
142.0,-67.1758041381836,247.0,1.0,0.0,0.0,0.0
143.0,-569.639892578125,228.0,0.0,2.0,2.0,0.0
144.0,-59.916099548339844,293.0,1.0,0.0,0.0,0.0
145.0,-50.84278869628906,227.0,1.0,0.0,0.0,0.0
146.0,-40.06743621826172,298.0,1.0,0.0,0.0,0.0
147.0,-613.0804443359375,252.0,0.0,2.0,2.0,0.0
148.0,-67.24658203125,247.0,1.0,0.0,0.0,0.0
149.0,-64.91120910644531,246.0,1.0,0.0,0.0,0.0
150.0,-52.00684356689453,359.0,1.0,0.0,0.0,0.0
151.0,-45.3691291809082,237.0,1.0,0.0,0.0,0.0
152.0,-184.62986755371094,238.0,0.0,1.0,1.0,0.0
153.0,-75.56413269042969,243.0,1.0,0.0,0.0,0.0
154.0,-91.50996398925781,222.0,1.0,0.0,0.0,0.0
155.0,-53.94391632080078,278.0,1.0,0.0,0.0,0.0
156.0,-714.1646118164062,235.0,0.0,3.0,3.0,0.0
157.0,-701.1025390625,212.0,0.0,4.0,4.0,0.0
158.0,-52.30996322631836,322.0,1.0,0.0,0.0,0.0
159.0,-82.61851501464844,207.0,1.0,0.0,0.0,0.0
160.0,-258.49102783203125,238.0,0.0,2.0,2.0,0.0
161.0,-355.61083984375,203.0,0.0,2.0,2.0,0.0
162.0,-40.67335891723633,331.0,1.0,0.0,0.0,0.0
163.0,-82.67617797851562,211.0,1.0,0.0,0.0,0.0
164.0,-169.94268798828125,243.0,0.0,1.0,1.0,0.0
165.0,-129.58018493652344,236.0,1.0,0.0,0.0,0.0
166.0,-67.42230224609375,233.0,1.0,0.0,0.0,0.0
167.0,-173.9825439453125,172.0,0.0,1.0,1.0,0.0
168.0,-41.163352966308594,298.0,1.0,0.0,0.0,0.0
169.0,-43.019569396972656,203.0,1.0,0.0,0.0,0.0
170.0,-41.46405792236328,273.0,1.0,0.0,0.0,0.0
171.0,-167.497314453125,223.0,0.0,1.0,1.0,0.0
172.0,-144.81613159179688,230.0,0.0,1.0,1.0,0.0
173.0,-79.29481506347656,259.0,1.0,0.0,0.0,0.0
174.0,-50.47650909423828,358.0,1.0,0.0,0.0,0.0
175.0,-67.52696228027344,201.0,1.0,0.0,0.0,0.0
176.0,-49.5843391418457,308.0,1.0,0.0,0.0,0.0
177.0,-39.15073776245117,431.0,1.0,0.0,0.0,0.0
178.0,-60.28071594238281,252.0,1.0,0.0,0.0,0.0
179.0,-39.71540832519531,310.0,1.0,0.0,0.0,0.0
180.0,-157.97975158691406,216.0,0.0,1.0,1.0,0.0
181.0,-48.89422607421875,255.0,1.0,0.0,0.0,0.0
182.0,-191.79122924804688,226.0,0.0,1.0,1.0,0.0
183.0,-57.24176788330078,201.0,1.0,0.0,0.0,0.0
184.0,-173.93026733398438,244.0,0.0,1.0,1.0,0.0
185.0,-369.42193603515625,228.0,0.0,1.0,1.0,0.0
186.0,-62.309329986572266,228.0,1.0,0.0,0.0,0.0
187.0,-50.23162078857422,228.0,1.0,0.0,0.0,0.0
188.0,-449.64910888671875,238.0,0.0,2.0,2.0,0.0
189.0,-36.88003921508789,259.0,1.0,0.0,0.0,0.0
190.0,-144.576171875,262.0,0.0,1.0,1.0,0.0
191.0,-157.18814086914062,205.0,0.0,1.0,1.0,0.0
192.0,-185.67343139648438,335.0,1.0,0.0,0.0,0.0
193.0,-32.85911560058594,245.0,1.0,0.0,0.0,0.0
194.0,-168.5702362060547,238.0,0.0,1.0,1.0,0.0
195.0,-49.762847900390625,278.0,1.0,0.0,0.0,0.0
196.0,-53.82074737548828,283.0,1.0,0.0,0.0,0.0
197.0,-51.50460433959961,222.0,1.0,0.0,0.0,0.0
198.0,-44.85459899902344,266.0,1.0,0.0,0.0,0.0
199.0,-63.73118209838867,175.0,1.0,0.0,0.0,0.0
200.0,-256.6423645019531,192.0,0.0,1.0,1.0,0.0
201.0,-142.95770263671875,289.0,0.0,1.0,1.0,0.0
202.0,-32.526119232177734,392.0,1.0,0.0,0.0,0.0
203.0,-37.75910949707031,305.0,1.0,0.0,0.0,0.0
204.0,-621.364990234375,226.0,0.0,2.0,2.0,0.0
205.0,-132.44845581054688,242.0,0.0,1.0,1.0,0.0
206.0,-62.867919921875,257.0,1.0,0.0,0.0,0.0
207.0,-48.6783447265625,306.0,1.0,0.0,0.0,0.0
208.0,-40.62001037597656,245.0,1.0,0.0,0.0,0.0
209.0,-51.50040054321289,284.0,1.0,0.0,0.0,0.0
210.0,-45.21897888183594,324.0,1.0,0.0,0.0,0.0
211.0,-148.28375244140625,180.0,0.0,1.0,1.0,0.0
212.0,-64.01370239257812,248.0,1.0,0.0,0.0,0.0
213.0,-57.333133697509766,269.0,1.0,0.0,0.0,0.0
214.0,-335.5711364746094,237.0,0.0,1.0,1.0,0.0
215.0,-146.15457153320312,277.0,0.0,1.0,1.0,0.0
216.0,-69.4247817993164,212.0,1.0,0.0,0.0,0.0
217.0,-41.25788497924805,212.0,1.0,0.0,0.0,0.0
218.0,-53.34611511230469,200.0,1.0,0.0,0.0,0.0
219.0,-45.0830078125,309.0,1.0,0.0,0.0,0.0
220.0,-37.253536224365234,305.0,1.0,0.0,0.0,0.0
221.0,-170.8000030517578,217.0,0.0,1.0,1.0,0.0
222.0,-41.42858123779297,291.0,1.0,0.0,0.0,0.0
223.0,-59.59394836425781,222.0,1.0,0.0,0.0,0.0
224.0,-378.615478515625,216.0,0.0,1.0,1.0,0.0
225.0,-41.15159606933594,257.0,1.0,0.0,0.0,0.0
226.0,-772.9427490234375,281.0,0.0,2.0,2.0,0.0
227.0,-46.287635803222656,198.0,1.0,0.0,0.0,0.0
228.0,-161.06011962890625,212.0,0.0,1.0,1.0,0.0
229.0,-51.29412078857422,203.0,1.0,0.0,0.0,0.0
230.0,-183.06777954101562,198.0,0.0,1.0,1.0,0.0
231.0,-31.61983299255371,309.0,1.0,0.0,0.0,0.0
232.0,-197.4181365966797,186.0,0.0,1.0,1.0,0.0
233.0,-62.193511962890625,241.0,1.0,0.0,0.0,0.0
234.0,-1085.72265625,279.0,0.0,3.0,3.0,0.0
235.0,-60.15325164794922,230.0,1.0,0.0,0.0,0.0
236.0,-667.3778076171875,288.0,0.0,2.0,2.0,0.0
237.0,-153.2134246826172,337.0,0.0,1.0,1.0,0.0
238.0,-36.340721130371094,245.0,1.0,0.0,0.0,0.0
239.0,-51.42555236816406,296.0,1.0,0.0,0.0,0.0
240.0,-57.908363342285156,234.0,1.0,0.0,0.0,0.0
241.0,-641.0245971679688,262.0,0.0,2.0,2.0,0.0
242.0,-72.07618713378906,231.0,1.0,0.0,0.0,0.0
243.0,-103.47807312011719,253.0,1.0,0.0,0.0,0.0
244.0,-42.99483108520508,305.0,1.0,0.0,0.0,0.0
245.0,-67.97850036621094,229.0,1.0,0.0,0.0,0.0
246.0,-67.126708984375,232.0,1.0,0.0,0.0,0.0
247.0,-235.2510986328125,208.0,0.0,1.0,1.0,0.0
248.0,-33.819190979003906,324.0,1.0,0.0,0.0,0.0
249.0,-41.8521728515625,212.0,1.0,0.0,0.0,0.0
250.0,-62.73295593261719,216.0,1.0,0.0,0.0,0.0
251.0,-190.6446533203125,174.0,0.0,1.0,1.0,0.0
252.0,-221.13629150390625,242.0,0.0,1.0,1.0,0.0
253.0,-77.00072479248047,202.0,1.0,0.0,0.0,0.0
254.0,-54.27836990356445,201.0,1.0,0.0,0.0,0.0
255.0,-74.11768341064453,197.0,1.0,0.0,0.0,0.0
256.0,-35.355491638183594,294.0,1.0,0.0,0.0,0.0
257.0,-73.33960723876953,272.0,1.0,0.0,0.0,0.0
258.0,-108.58258056640625,222.0,1.0,0.0,0.0,0.0
259.0,-44.00833511352539,263.0,1.0,0.0,0.0,0.0
260.0,-42.359535217285156,241.0,1.0,0.0,0.0,0.0
261.0,-133.9307098388672,277.0,0.0,1.0,1.0,0.0
262.0,-144.97174072265625,334.0,0.0,1.0,1.0,0.0
263.0,-58.31443405151367,209.0,1.0,0.0,0.0,0.0
264.0,-47.47291564941406,302.0,1.0,0.0,0.0,0.0
265.0,-56.995887756347656,232.0,1.0,0.0,0.0,0.0
266.0,-56.8260383605957,239.0,1.0,0.0,0.0,0.0
267.0,-70.00497436523438,231.0,1.0,0.0,0.0,0.0
268.0,-38.788700103759766,252.0,1.0,0.0,0.0,0.0
269.0,-57.04621124267578,283.0,1.0,0.0,0.0,0.0
270.0,-54.10942840576172,282.0,1.0,0.0,0.0,0.0
271.0,-109.52362823486328,233.0,1.0,0.0,0.0,0.0
272.0,-60.84585952758789,217.0,1.0,0.0,0.0,0.0
273.0,-88.98538208007812,206.0,1.0,0.0,0.0,0.0
274.0,-77.83010864257812,254.0,1.0,0.0,0.0,0.0
275.0,-46.78307342529297,237.0,1.0,0.0,0.0,0.0
276.0,-46.79827117919922,234.0,1.0,0.0,0.0,0.0
277.0,-39.901771545410156,244.0,1.0,0.0,0.0,0.0
278.0,-48.30225372314453,248.0,1.0,0.0,0.0,0.0
279.0,-41.194278717041016,246.0,1.0,0.0,0.0,0.0
280.0,-66.66525268554688,234.0,1.0,0.0,0.0,0.0
281.0,-631.25732421875,438.0,0.0,2.0,2.0,0.0
282.0,-62.746002197265625,224.0,1.0,0.0,0.0,0.0
283.0,-148.16842651367188,277.0,0.0,1.0,1.0,0.0
284.0,-115.41452026367188,196.0,1.0,0.0,0.0,0.0
285.0,-66.96405029296875,267.0,1.0,0.0,0.0,0.0
286.0,-34.65483093261719,320.0,1.0,0.0,0.0,0.0
287.0,-164.26651000976562,204.0,0.0,1.0,1.0,0.0
288.0,-71.03742980957031,219.0,1.0,0.0,0.0,0.0
289.0,-157.49411010742188,205.0,0.0,1.0,1.0,0.0
290.0,-171.59849548339844,275.0,0.0,1.0,1.0,0.0
291.0,-32.51469039916992,203.0,1.0,0.0,0.0,0.0
292.0,-51.90024185180664,226.0,1.0,0.0,0.0,0.0
293.0,-59.35157775878906,240.0,1.0,0.0,0.0,0.0
294.0,-335.26904296875,253.0,0.0,2.0,2.0,0.0
295.0,-125.1160659790039,269.0,0.0,1.0,1.0,0.0
296.0,-606.3823852539062,247.0,0.0,3.0,3.0,0.0
297.0,-64.07342529296875,241.0,1.0,0.0,0.0,0.0
298.0,-36.854522705078125,239.0,1.0,0.0,0.0,0.0
299.0,-40.113014221191406,290.0,1.0,0.0,0.0,0.0
300.0,-45.950965881347656,306.0,1.0,0.0,0.0,0.0
301.0,-92.06039428710938,223.0,1.0,0.0,0.0,0.0
302.0,-188.5546875,191.0,0.0,1.0,1.0,0.0
303.0,-29.902278900146484,312.0,1.0,0.0,0.0,0.0
304.0,-607.71875,245.0,0.0,3.0,3.0,0.0
305.0,-31.512142181396484,270.0,1.0,0.0,0.0,0.0
306.0,-52.18083953857422,206.0,1.0,0.0,0.0,0.0
307.0,-53.970821380615234,250.0,1.0,0.0,0.0,0.0
308.0,-36.245758056640625,269.0,1.0,0.0,0.0,0.0
309.0,-284.8019714355469,244.0,0.0,1.0,1.0,0.0
310.0,-48.143795013427734,254.0,1.0,0.0,0.0,0.0
311.0,-151.74850463867188,250.0,0.0,1.0,1.0,0.0
312.0,-28.18549346923828,238.0,1.0,0.0,0.0,0.0
313.0,-38.294857025146484,239.0,1.0,0.0,0.0,0.0
314.0,-58.47088623046875,288.0,1.0,0.0,0.0,0.0
315.0,-58.53632736206055,228.0,1.0,0.0,0.0,0.0
316.0,-68.40215301513672,194.0,1.0,0.0,0.0,0.0
317.0,-45.830322265625,212.0,1.0,0.0,0.0,0.0
318.0,-36.50397491455078,273.0,1.0,0.0,0.0,0.0
319.0,-71.12165832519531,217.0,1.0,0.0,0.0,0.0
320.0,-1138.9534912109375,278.0,0.0,3.0,3.0,0.0
321.0,-73.6214599609375,182.0,1.0,0.0,0.0,0.0
322.0,-51.16497802734375,241.0,1.0,0.0,0.0,0.0
323.0,-31.564849853515625,193.0,1.0,0.0,0.0,0.0
324.0,-125.51844787597656,268.0,0.0,1.0,1.0,0.0
325.0,-248.3339080810547,269.0,0.0,2.0,2.0,0.0
326.0,-800.642578125,265.0,0.0,3.0,3.0,0.0
327.0,-59.45467758178711,231.0,1.0,0.0,0.0,0.0
328.0,-68.02635955810547,183.0,1.0,0.0,0.0,0.0
329.0,-61.752384185791016,285.0,1.0,0.0,0.0,0.0
330.0,-39.96227264404297,256.0,1.0,0.0,0.0,0.0
331.0,-28.162212371826172,250.0,1.0,0.0,0.0,0.0
332.0,-37.100975036621094,214.0,1.0,0.0,0.0,0.0
333.0,-46.51955795288086,319.0,1.0,0.0,0.0,0.0
334.0,-473.4417419433594,267.0,0.0,1.0,1.0,0.0
335.0,-146.6456756591797,265.0,0.0,1.0,1.0,0.0
336.0,-41.415828704833984,223.0,1.0,0.0,0.0,0.0
337.0,-62.027992248535156,270.0,1.0,0.0,0.0,0.0
338.0,-60.17087936401367,197.0,1.0,0.0,0.0,0.0
339.0,-192.7842254638672,250.0,0.0,1.0,1.0,0.0
340.0,-141.13719177246094,203.0,0.0,1.0,1.0,0.0
341.0,-22.27071762084961,303.0,1.0,0.0,0.0,0.0
342.0,-45.87702560424805,284.0,1.0,0.0,0.0,0.0
343.0,-56.611541748046875,192.0,1.0,0.0,0.0,0.0
344.0,-51.74409484863281,210.0,1.0,0.0,0.0,0.0
345.0,-48.922340393066406,251.0,1.0,0.0,0.0,0.0
346.0,-69.14820861816406,200.0,1.0,0.0,0.0,0.0
347.0,-49.098350524902344,290.0,1.0,0.0,0.0,0.0
348.0,-39.45173645019531,220.0,1.0,0.0,0.0,0.0
349.0,-139.9252471923828,275.0,0.0,1.0,1.0,0.0
350.0,-50.691314697265625,200.0,1.0,0.0,0.0,0.0
351.0,-31.852523803710938,362.0,1.0,0.0,0.0,0.0
352.0,-32.891746520996094,296.0,1.0,0.0,0.0,0.0
353.0,-31.889022827148438,256.0,1.0,0.0,0.0,0.0
354.0,-46.82925796508789,231.0,1.0,0.0,0.0,0.0
355.0,-63.277748107910156,273.0,1.0,0.0,0.0,0.0
356.0,-717.400146484375,243.0,0.0,3.0,3.0,0.0
357.0,-519.7063598632812,200.0,0.0,3.0,3.0,0.0
358.0,-140.2572784423828,252.0,0.0,1.0,1.0,0.0
359.0,-37.083980560302734,232.0,1.0,0.0,0.0,0.0
360.0,-53.793556213378906,257.0,1.0,0.0,0.0,0.0
361.0,-55.070945739746094,278.0,1.0,0.0,0.0,0.0
362.0,-27.85375213623047,244.0,1.0,0.0,0.0,0.0
363.0,-45.186920166015625,239.0,1.0,0.0,0.0,0.0
364.0,-48.36253356933594,289.0,1.0,0.0,0.0,0.0
365.0,-197.02310180664062,227.0,0.0,1.0,1.0,0.0
366.0,-136.11627197265625,221.0,0.0,1.0,1.0,0.0
367.0,-39.78480529785156,275.0,1.0,0.0,0.0,0.0
368.0,-39.944679260253906,211.0,1.0,0.0,0.0,0.0
369.0,-33.02972412109375,226.0,1.0,0.0,0.0,0.0
370.0,-160.78753662109375,175.0,0.0,1.0,1.0,0.0
371.0,-35.52980041503906,249.0,1.0,0.0,0.0,0.0
372.0,-137.72706604003906,209.0,0.0,1.0,1.0,0.0
373.0,-131.96188354492188,224.0,0.0,1.0,1.0,0.0
374.0,-29.250202178955078,388.0,1.0,0.0,0.0,0.0
375.0,-30.167308807373047,236.0,1.0,0.0,0.0,0.0
376.0,-28.353954315185547,315.0,1.0,0.0,0.0,0.0
377.0,-39.230167388916016,271.0,1.0,0.0,0.0,0.0
378.0,-175.626220703125,178.0,0.0,1.0,1.0,0.0
379.0,-42.74025344848633,256.0,1.0,0.0,0.0,0.0
380.0,-50.48749542236328,213.0,1.0,0.0,0.0,0.0
381.0,-51.82248306274414,217.0,1.0,0.0,0.0,0.0
382.0,-154.67840576171875,181.0,0.0,1.0,1.0,0.0
383.0,-25.385103225708008,196.0,1.0,0.0,0.0,0.0
384.0,-52.47941970825195,244.0,1.0,0.0,0.0,0.0
385.0,-60.60126876831055,212.0,1.0,0.0,0.0,0.0
386.0,-26.3718318939209,299.0,1.0,0.0,0.0,0.0
387.0,-36.380088806152344,323.0,1.0,0.0,0.0,0.0
388.0,-51.843231201171875,194.0,1.0,0.0,0.0,0.0
389.0,-136.48974609375,229.0,0.0,1.0,1.0,0.0
390.0,-66.02670288085938,242.0,1.0,0.0,0.0,0.0
391.0,-49.005062103271484,189.0,1.0,0.0,0.0,0.0
392.0,-151.05728149414062,215.0,0.0,1.0,1.0,0.0
393.0,-42.099891662597656,231.0,1.0,0.0,0.0,0.0
394.0,-28.7761173248291,342.0,1.0,0.0,0.0,0.0
395.0,-1082.006591796875,350.0,0.0,3.0,3.0,0.0
396.0,-37.531490325927734,246.0,1.0,0.0,0.0,0.0
397.0,-70.60482788085938,197.0,1.0,0.0,0.0,0.0
398.0,-62.40470886230469,253.0,1.0,0.0,0.0,0.0
399.0,-152.65309143066406,205.0,0.0,1.0,1.0,0.0
400.0,-1131.38037109375,267.0,0.0,4.0,4.0,0.0
401.0,-42.76570129394531,229.0,1.0,0.0,0.0,0.0
402.0,-33.339725494384766,268.0,1.0,0.0,0.0,0.0
403.0,-26.150409698486328,258.0,1.0,0.0,0.0,0.0
404.0,-36.34538269042969,243.0,1.0,0.0,0.0,0.0
405.0,-319.029296875,229.0,0.0,1.0,1.0,0.0
406.0,-21.75594139099121,287.0,1.0,0.0,0.0,0.0
407.0,-54.589599609375,230.0,1.0,0.0,0.0,0.0
408.0,-50.440399169921875,247.0,1.0,0.0,0.0,0.0
409.0,-1067.040283203125,277.0,0.0,4.0,4.0,0.0
410.0,-140.8196258544922,197.0,0.0,1.0,1.0,0.0
411.0,-39.97969436645508,202.0,1.0,0.0,0.0,0.0
412.0,-156.56651306152344,200.0,0.0,1.0,1.0,0.0
413.0,-39.2366943359375,202.0,1.0,0.0,0.0,0.0
414.0,-29.31242561340332,338.0,1.0,0.0,0.0,0.0
415.0,-64.50482177734375,217.0,1.0,0.0,0.0,0.0
416.0,-48.83860778808594,178.0,1.0,0.0,0.0,0.0
417.0,-256.62298583984375,173.0,0.0,2.0,2.0,0.0
418.0,-1093.7545166015625,282.0,0.0,3.0,3.0,0.0
419.0,-947.8444213867188,338.0,0.0,3.0,3.0,0.0
420.0,-34.707401275634766,268.0,1.0,0.0,0.0,0.0
421.0,-38.606231689453125,199.0,1.0,0.0,0.0,0.0
422.0,-23.69654083251953,244.0,1.0,0.0,0.0,0.0
