episode, reward, steps, success, n_collisions, n_unique_collisions, timedout
36.0,-147.52261352539062,227.0,0.0,1.0,1.0,0.0
37.0,-75.91055297851562,315.0,1.0,0.0,0.0,0.0
38.0,-258.4056396484375,221.0,0.0,1.0,1.0,0.0
39.0,-191.0482177734375,244.0,0.0,1.0,1.0,0.0
40.0,-284.12213134765625,281.0,0.0,2.0,2.0,0.0
41.0,-174.36892700195312,174.0,0.0,1.0,1.0,0.0
42.0,-436.7020568847656,193.0,0.0,3.0,3.0,0.0
43.0,-150.18235778808594,333.0,0.0,1.0,1.0,0.0
44.0,-81.18768310546875,327.0,1.0,0.0,0.0,0.0
45.0,-69.60879516601562,227.0,1.0,0.0,0.0,0.0
46.0,-303.6257019042969,291.0,0.0,1.0,1.0,0.0
47.0,-423.4485168457031,332.0,0.0,1.0,1.0,0.0
48.0,-58.521873474121094,385.0,1.0,0.0,0.0,0.0
49.0,-157.10873413085938,282.0,0.0,1.0,1.0,0.0
50.0,-389.5366516113281,188.0,0.0,3.0,3.0,0.0
51.0,-453.9831237792969,316.0,0.0,2.0,2.0,0.0
52.0,-257.6644592285156,266.0,0.0,1.0,1.0,0.0
53.0,-364.189453125,207.0,0.0,2.0,2.0,0.0
54.0,-56.473670959472656,308.0,1.0,0.0,0.0,0.0
55.0,-49.266937255859375,310.0,1.0,0.0,0.0,0.0
56.0,-213.0237579345703,195.0,0.0,1.0,1.0,0.0
57.0,-114.61039733886719,210.0,1.0,0.0,0.0,0.0
58.0,-257.66094970703125,213.0,0.0,2.0,2.0,0.0
59.0,-190.75689697265625,200.0,0.0,1.0,1.0,0.0
60.0,-225.92501831054688,303.0,1.0,0.0,0.0,0.0
61.0,-149.3845672607422,222.0,0.0,1.0,1.0,0.0
62.0,-219.51498413085938,238.0,0.0,1.0,1.0,0.0
63.0,-78.7900390625,346.0,1.0,0.0,0.0,0.0
64.0,-79.41490936279297,256.0,1.0,0.0,0.0,0.0
65.0,-487.7886962890625,234.0,0.0,2.0,2.0,0.0
66.0,-293.53643798828125,306.0,0.0,1.0,1.0,0.0
67.0,-460.7187194824219,249.0,0.0,3.0,3.0,0.0
68.0,-59.620643615722656,226.0,1.0,0.0,0.0,0.0
69.0,-730.3280639648438,293.0,0.0,2.0,2.0,0.0
70.0,-1000.7064208984375,312.0,0.0,4.0,4.0,0.0
71.0,-278.4034423828125,254.0,0.0,1.0,1.0,0.0
72.0,-392.0781555175781,244.0,0.0,2.0,2.0,0.0
73.0,-578.104736328125,208.0,0.0,3.0,3.0,0.0
74.0,-305.6327819824219,294.0,0.0,1.0,1.0,0.0
75.0,-174.55804443359375,268.0,0.0,1.0,1.0,0.0
76.0,-423.6406555175781,331.0,0.0,1.0,1.0,0.0
77.0,-321.8780517578125,286.0,1.0,0.0,0.0,0.0
78.0,-245.1584014892578,332.0,0.0,1.0,1.0,0.0
79.0,-203.13795471191406,210.0,0.0,1.0,1.0,0.0
80.0,-230.77041625976562,237.0,0.0,1.0,1.0,0.0
81.0,-198.70506286621094,258.0,1.0,0.0,0.0,0.0
82.0,-98.75250244140625,274.0,1.0,0.0,0.0,0.0
83.0,-360.52667236328125,373.0,0.0,1.0,1.0,0.0
84.0,-314.7947998046875,325.0,0.0,1.0,1.0,0.0
85.0,-64.37335205078125,214.0,1.0,0.0,0.0,0.0
86.0,-68.13606262207031,216.0,1.0,0.0,0.0,0.0
87.0,-577.917724609375,295.0,0.0,2.0,2.0,0.0
88.0,-653.9411010742188,284.0,0.0,3.0,3.0,0.0
89.0,-140.01348876953125,220.0,0.0,1.0,1.0,0.0
90.0,-242.9419708251953,376.0,0.0,1.0,1.0,0.0
91.0,-199.9347686767578,279.0,0.0,1.0,1.0,0.0
92.0,-225.34671020507812,245.0,0.0,1.0,1.0,0.0
93.0,-476.833740234375,278.0,0.0,2.0,2.0,0.0
94.0,-67.18112182617188,198.0,1.0,0.0,0.0,0.0
95.0,-136.4484100341797,289.0,1.0,0.0,0.0,0.0
96.0,-227.68804931640625,224.0,0.0,1.0,1.0,0.0
97.0,-76.822509765625,207.0,1.0,0.0,0.0,0.0
98.0,-44.66716003417969,264.0,1.0,0.0,0.0,0.0
99.0,-325.1197204589844,264.0,0.0,1.0,1.0,0.0
100.0,-151.61012268066406,219.0,1.0,0.0,0.0,0.0
101.0,-79.79524230957031,210.0,1.0,0.0,0.0,0.0
102.0,-167.1396484375,180.0,0.0,1.0,1.0,0.0
103.0,-185.49508666992188,217.0,1.0,0.0,0.0,0.0
104.0,-203.73646545410156,212.0,0.0,1.0,1.0,0.0
105.0,-70.58953094482422,284.0,1.0,0.0,0.0,0.0
106.0,-74.47505187988281,246.0,1.0,0.0,0.0,0.0
107.0,-426.6454772949219,223.0,0.0,2.0,2.0,0.0
108.0,-82.31500244140625,225.0,1.0,0.0,0.0,0.0
109.0,-154.69114685058594,303.0,1.0,0.0,0.0,0.0
110.0,-65.93295288085938,207.0,1.0,0.0,0.0,0.0
111.0,-336.15191650390625,242.0,0.0,2.0,2.0,0.0
112.0,-210.0927734375,279.0,0.0,1.0,1.0,0.0
113.0,-97.99790954589844,250.0,1.0,0.0,0.0,0.0
114.0,-79.489990234375,304.0,1.0,0.0,0.0,0.0
115.0,-663.1135864257812,263.0,0.0,3.0,3.0,0.0
116.0,-369.85333251953125,232.0,0.0,2.0,2.0,0.0
117.0,-59.03697204589844,246.0,1.0,0.0,0.0,0.0
118.0,-55.230655670166016,278.0,1.0,0.0,0.0,0.0
119.0,-70.61942291259766,209.0,1.0,0.0,0.0,0.0
120.0,-172.0515899658203,252.0,0.0,1.0,1.0,0.0
121.0,-379.82763671875,230.0,0.0,2.0,2.0,0.0
122.0,-65.50987243652344,229.0,1.0,0.0,0.0,0.0
123.0,-124.73658752441406,262.0,1.0,0.0,0.0,0.0
124.0,-53.99885559082031,260.0,1.0,0.0,0.0,0.0
125.0,-268.9236755371094,290.0,0.0,1.0,1.0,0.0
126.0,-63.272705078125,270.0,1.0,0.0,0.0,0.0
127.0,-117.40499877929688,214.0,1.0,0.0,0.0,0.0
128.0,-51.16883087158203,337.0,1.0,0.0,0.0,0.0
129.0,-92.34538269042969,213.0,1.0,0.0,0.0,0.0
130.0,-305.8324279785156,256.0,0.0,2.0,2.0,0.0
131.0,-190.0443115234375,198.0,0.0,1.0,1.0,0.0
132.0,-64.65961456298828,279.0,1.0,0.0,0.0,0.0
133.0,-79.4867935180664,230.0,1.0,0.0,0.0,0.0
134.0,-184.09072875976562,231.0,0.0,1.0,1.0,0.0
135.0,-160.4872589111328,196.0,0.0,1.0,1.0,0.0
136.0,-67.02607727050781,227.0,1.0,0.0,0.0,0.0
137.0,-69.34458923339844,206.0,1.0,0.0,0.0,0.0
138.0,-150.4296875,232.0,0.0,1.0,1.0,0.0
139.0,-371.67572021484375,256.0,0.0,1.0,1.0,0.0
140.0,-89.03536987304688,221.0,1.0,0.0,0.0,0.0
141.0,-406.86297607421875,213.0,0.0,2.0,2.0,0.0
142.0,-177.84725952148438,210.0,0.0,1.0,1.0,0.0
143.0,-53.31181716918945,271.0,1.0,0.0,0.0,0.0
144.0,-164.11434936523438,228.0,0.0,1.0,1.0,0.0
145.0,-238.14425659179688,273.0,0.0,1.0,1.0,0.0
146.0,-39.67305374145508,299.0,1.0,0.0,0.0,0.0
147.0,-104.11613464355469,238.0,1.0,0.0,0.0,0.0
148.0,-61.544403076171875,266.0,1.0,0.0,0.0,0.0
149.0,-59.27375411987305,211.0,1.0,0.0,0.0,0.0
150.0,-55.045143127441406,268.0,1.0,0.0,0.0,0.0
151.0,-325.0726623535156,306.0,0.0,1.0,1.0,0.0
152.0,-533.9987182617188,288.0,0.0,3.0,3.0,0.0
153.0,-49.520294189453125,346.0,1.0,0.0,0.0,0.0
154.0,-53.411705017089844,225.0,1.0,0.0,0.0,0.0
155.0,-62.98059844970703,308.0,1.0,0.0,0.0,0.0
156.0,-44.80606460571289,209.0,1.0,0.0,0.0,0.0
157.0,-407.62091064453125,276.0,0.0,2.0,2.0,0.0
158.0,-41.255577087402344,239.0,1.0,0.0,0.0,0.0
159.0,-48.937232971191406,222.0,1.0,0.0,0.0,0.0
160.0,-193.8153839111328,296.0,0.0,1.0,1.0,0.0
161.0,-43.872894287109375,249.0,1.0,0.0,0.0,0.0
162.0,-789.0528564453125,222.0,0.0,4.0,4.0,0.0
163.0,-47.83269500732422,210.0,1.0,0.0,0.0,0.0
164.0,-148.68179321289062,221.0,0.0,1.0,1.0,0.0
165.0,-47.66847229003906,289.0,1.0,0.0,0.0,0.0
166.0,-79.62928009033203,240.0,1.0,0.0,0.0,0.0
167.0,-176.46429443359375,235.0,0.0,1.0,1.0,0.0
168.0,-178.61227416992188,320.0,0.0,1.0,1.0,0.0
169.0,-771.521484375,235.0,0.0,4.0,4.0,0.0
170.0,-49.6782341003418,306.0,1.0,0.0,0.0,0.0
171.0,-349.4165344238281,226.0,0.0,1.0,1.0,0.0
172.0,-176.6936492919922,256.0,0.0,1.0,1.0,0.0
173.0,-67.6287612915039,263.0,1.0,0.0,0.0,0.0
174.0,-164.2861785888672,255.0,0.0,1.0,1.0,0.0
175.0,-68.16780853271484,245.0,1.0,0.0,0.0,0.0
176.0,-36.64927291870117,231.0,1.0,0.0,0.0,0.0
177.0,-38.68387222290039,205.0,1.0,0.0,0.0,0.0
178.0,-164.80418395996094,189.0,0.0,1.0,1.0,0.0
179.0,-52.222251892089844,223.0,1.0,0.0,0.0,0.0
180.0,-85.51568603515625,184.0,1.0,0.0,0.0,0.0
181.0,-43.105247497558594,281.0,1.0,0.0,0.0,0.0
182.0,-47.788963317871094,222.0,1.0,0.0,0.0,0.0
183.0,-708.9559936523438,242.0,0.0,3.0,3.0,0.0
184.0,-34.13981246948242,263.0,1.0,0.0,0.0,0.0
185.0,-38.53678512573242,305.0,1.0,0.0,0.0,0.0
186.0,-49.762428283691406,231.0,1.0,0.0,0.0,0.0
187.0,-49.51156234741211,245.0,1.0,0.0,0.0,0.0
188.0,-33.91127395629883,248.0,1.0,0.0,0.0,0.0
189.0,-63.229610443115234,266.0,1.0,0.0,0.0,0.0
190.0,-35.22465133666992,267.0,1.0,0.0,0.0,0.0
191.0,-38.79710006713867,255.0,1.0,0.0,0.0,0.0
192.0,-53.975006103515625,212.0,1.0,0.0,0.0,0.0
193.0,-49.273216247558594,217.0,1.0,0.0,0.0,0.0
194.0,-33.80350112915039,356.0,1.0,0.0,0.0,0.0
195.0,-172.59066772460938,180.0,0.0,1.0,1.0,0.0
196.0,-263.4411926269531,187.0,0.0,2.0,2.0,0.0
197.0,-186.0726318359375,204.0,0.0,1.0,1.0,0.0
198.0,-63.86833953857422,232.0,1.0,0.0,0.0,0.0
199.0,-61.160465240478516,242.0,1.0,0.0,0.0,0.0
200.0,-55.73578643798828,224.0,1.0,0.0,0.0,0.0
201.0,-57.44717788696289,213.0,1.0,0.0,0.0,0.0
202.0,-56.047264099121094,225.0,1.0,0.0,0.0,0.0
203.0,-149.14108276367188,243.0,0.0,1.0,1.0,0.0
204.0,-42.354740142822266,297.0,1.0,0.0,0.0,0.0
205.0,-86.5481948852539,222.0,1.0,0.0,0.0,0.0
206.0,-85.02278137207031,324.0,1.0,0.0,0.0,0.0
207.0,-33.32627868652344,262.0,1.0,0.0,0.0,0.0
208.0,-46.88200759887695,234.0,1.0,0.0,0.0,0.0
209.0,-52.442970275878906,259.0,1.0,0.0,0.0,0.0
210.0,-177.26223754882812,196.0,0.0,1.0,1.0,0.0
211.0,-49.491085052490234,258.0,1.0,0.0,0.0,0.0
212.0,-50.815673828125,294.0,1.0,0.0,0.0,0.0
213.0,-114.31562805175781,295.0,1.0,0.0,0.0,0.0
214.0,-325.33648681640625,220.0,0.0,1.0,1.0,0.0
215.0,-82.20930480957031,200.0,1.0,0.0,0.0,0.0
216.0,-151.52859497070312,182.0,0.0,1.0,1.0,0.0
217.0,-54.70531463623047,196.0,1.0,0.0,0.0,0.0
218.0,-55.945892333984375,349.0,1.0,0.0,0.0,0.0
219.0,-49.88331604003906,268.0,1.0,0.0,0.0,0.0
220.0,-49.387908935546875,219.0,1.0,0.0,0.0,0.0
221.0,-139.32310485839844,262.0,0.0,1.0,1.0,0.0
222.0,-127.74916076660156,208.0,1.0,0.0,0.0,0.0
223.0,-38.948062896728516,280.0,1.0,0.0,0.0,0.0
224.0,-45.85938262939453,279.0,1.0,0.0,0.0,0.0
225.0,-314.9399108886719,268.0,0.0,1.0,1.0,0.0
226.0,-38.17409896850586,203.0,1.0,0.0,0.0,0.0
227.0,-344.45458984375,193.0,0.0,2.0,2.0,0.0
228.0,-39.264503479003906,315.0,1.0,0.0,0.0,0.0
229.0,-36.494728088378906,219.0,1.0,0.0,0.0,0.0
230.0,-456.32012939453125,219.0,0.0,2.0,2.0,0.0
231.0,-79.8033447265625,199.0,1.0,0.0,0.0,0.0
232.0,-48.94160461425781,249.0,1.0,0.0,0.0,0.0
233.0,-37.40903091430664,266.0,1.0,0.0,0.0,0.0
234.0,-64.19929504394531,263.0,1.0,0.0,0.0,0.0
235.0,-149.53182983398438,224.0,0.0,1.0,1.0,0.0
236.0,-152.08749389648438,202.0,0.0,1.0,1.0,0.0
237.0,-46.72179412841797,326.0,1.0,0.0,0.0,0.0
238.0,-46.81455612182617,322.0,1.0,0.0,0.0,0.0
239.0,-30.975271224975586,352.0,1.0,0.0,0.0,0.0
240.0,-38.92912292480469,264.0,1.0,0.0,0.0,0.0
241.0,-43.41261672973633,282.0,1.0,0.0,0.0,0.0
242.0,-31.440799713134766,208.0,1.0,0.0,0.0,0.0
243.0,-42.942138671875,278.0,1.0,0.0,0.0,0.0
244.0,-32.37849807739258,232.0,1.0,0.0,0.0,0.0
245.0,-36.19994354248047,215.0,1.0,0.0,0.0,0.0
246.0,-59.39176940917969,231.0,1.0,0.0,0.0,0.0
247.0,-50.40514373779297,196.0,1.0,0.0,0.0,0.0
248.0,-139.1352996826172,189.0,0.0,1.0,1.0,0.0
249.0,-42.93227005004883,217.0,1.0,0.0,0.0,0.0
250.0,-35.256019592285156,229.0,1.0,0.0,0.0,0.0
251.0,-29.314212799072266,317.0,1.0,0.0,0.0,0.0
252.0,-29.405452728271484,215.0,1.0,0.0,0.0,0.0
253.0,-137.68267822265625,323.0,0.0,1.0,1.0,0.0
254.0,-47.458518981933594,238.0,1.0,0.0,0.0,0.0
255.0,-45.51055145263672,237.0,1.0,0.0,0.0,0.0
256.0,-402.0101318359375,204.0,0.0,2.0,2.0,0.0
257.0,-51.818599700927734,254.0,1.0,0.0,0.0,0.0
258.0,-39.82726287841797,295.0,1.0,0.0,0.0,0.0
259.0,-70.98699188232422,214.0,1.0,0.0,0.0,0.0
260.0,-51.88835906982422,183.0,1.0,0.0,0.0,0.0
261.0,-148.20028686523438,194.0,0.0,1.0,1.0,0.0
262.0,-60.44794845581055,194.0,1.0,0.0,0.0,0.0
263.0,-40.1334114074707,288.0,1.0,0.0,0.0,0.0
264.0,-43.32795715332031,252.0,1.0,0.0,0.0,0.0
265.0,-53.14410400390625,193.0,1.0,0.0,0.0,0.0
266.0,-33.68853759765625,272.0,1.0,0.0,0.0,0.0
267.0,-61.51430892944336,233.0,1.0,0.0,0.0,0.0
268.0,-36.25927734375,285.0,1.0,0.0,0.0,0.0
269.0,-33.509246826171875,337.0,1.0,0.0,0.0,0.0
270.0,-75.86517333984375,199.0,1.0,0.0,0.0,0.0
271.0,-45.9111328125,230.0,1.0,0.0,0.0,0.0
272.0,-36.933692932128906,304.0,1.0,0.0,0.0,0.0
273.0,-126.69518280029297,270.0,1.0,0.0,0.0,0.0
274.0,-406.2843017578125,262.0,0.0,1.0,1.0,0.0
275.0,-59.739662170410156,184.0,1.0,0.0,0.0,0.0
276.0,-94.69950866699219,206.0,1.0,0.0,0.0,0.0
277.0,-30.95993995666504,200.0,1.0,0.0,0.0,0.0
278.0,-57.065670013427734,252.0,1.0,0.0,0.0,0.0
279.0,-66.28441619873047,227.0,1.0,0.0,0.0,0.0
280.0,-671.3136596679688,216.0,0.0,3.0,3.0,0.0
281.0,-35.05259323120117,260.0,1.0,0.0,0.0,0.0
282.0,-46.50769805908203,261.0,1.0,0.0,0.0,0.0
283.0,-69.55162048339844,218.0,1.0,0.0,0.0,0.0
284.0,-33.240577697753906,270.0,1.0,0.0,0.0,0.0
285.0,-91.74494934082031,230.0,1.0,0.0,0.0,0.0
286.0,-79.48389434814453,224.0,1.0,0.0,0.0,0.0
287.0,-305.55419921875,240.0,0.0,1.0,1.0,0.0
288.0,-124.82948303222656,278.0,1.0,0.0,0.0,0.0
289.0,-124.42436218261719,240.0,1.0,0.0,0.0,0.0
290.0,-71.5404052734375,249.0,1.0,0.0,0.0,0.0
291.0,-117.40721130371094,278.0,1.0,0.0,0.0,0.0
292.0,-92.97142028808594,244.0,1.0,0.0,0.0,0.0
293.0,-83.40221405029297,224.0,1.0,0.0,0.0,0.0
294.0,-150.9416961669922,204.0,1.0,0.0,0.0,0.0
295.0,-60.818145751953125,275.0,1.0,0.0,0.0,0.0
296.0,-98.56853485107422,248.0,1.0,0.0,0.0,0.0
297.0,-224.27272033691406,267.0,0.0,1.0,1.0,0.0
298.0,-76.39241027832031,223.0,1.0,0.0,0.0,0.0
299.0,-47.767581939697266,256.0,1.0,0.0,0.0,0.0
300.0,-43.627559661865234,258.0,1.0,0.0,0.0,0.0
301.0,-92.61807250976562,243.0,1.0,0.0,0.0,0.0
302.0,-32.45828628540039,243.0,1.0,0.0,0.0,0.0
303.0,-108.05925750732422,250.0,1.0,0.0,0.0,0.0
304.0,-51.33673095703125,195.0,1.0,0.0,0.0,0.0
305.0,-201.09701538085938,218.0,0.0,1.0,1.0,0.0
306.0,-33.33567810058594,256.0,1.0,0.0,0.0,0.0
307.0,-95.85977172851562,235.0,1.0,0.0,0.0,0.0
308.0,-81.63318634033203,292.0,1.0,0.0,0.0,0.0
309.0,-56.14543914794922,288.0,1.0,0.0,0.0,0.0
310.0,-46.11083221435547,218.0,1.0,0.0,0.0,0.0
311.0,-68.5870361328125,197.0,1.0,0.0,0.0,0.0
312.0,-749.4013671875,240.0,0.0,2.0,2.0,0.0
313.0,-780.0620727539062,235.0,0.0,4.0,4.0,0.0
314.0,-346.4688720703125,199.0,0.0,2.0,2.0,0.0
315.0,-152.58033752441406,207.0,0.0,1.0,1.0,0.0
316.0,-52.80380630493164,192.0,1.0,0.0,0.0,0.0
317.0,-224.29251098632812,297.0,0.0,2.0,2.0,0.0
318.0,-42.88969039916992,237.0,1.0,0.0,0.0,0.0
319.0,-46.42652893066406,186.0,1.0,0.0,0.0,0.0
320.0,-31.835439682006836,201.0,1.0,0.0,0.0,0.0
321.0,-32.346744537353516,239.0,1.0,0.0,0.0,0.0
322.0,-32.61742401123047,213.0,1.0,0.0,0.0,0.0
323.0,-25.899377822875977,298.0,1.0,0.0,0.0,0.0
324.0,-194.1050567626953,246.0,0.0,1.0,1.0,0.0
325.0,-53.36912536621094,175.0,1.0,0.0,0.0,0.0
326.0,-86.45295715332031,226.0,1.0,0.0,0.0,0.0
327.0,-28.039321899414062,268.0,1.0,0.0,0.0,0.0
328.0,-35.113304138183594,282.0,1.0,0.0,0.0,0.0
329.0,-46.13842010498047,196.0,1.0,0.0,0.0,0.0
330.0,-155.80206298828125,221.0,0.0,1.0,1.0,0.0
331.0,-508.5396423339844,270.0,0.0,2.0,2.0,0.0
332.0,-32.07186508178711,280.0,1.0,0.0,0.0,0.0
333.0,-129.46795654296875,290.0,0.0,1.0,1.0,0.0
334.0,-36.80297088623047,248.0,1.0,0.0,0.0,0.0
335.0,-30.300586700439453,230.0,1.0,0.0,0.0,0.0
336.0,-40.86330032348633,211.0,1.0,0.0,0.0,0.0
337.0,-29.01169776916504,262.0,1.0,0.0,0.0,0.0
338.0,-31.638946533203125,214.0,1.0,0.0,0.0,0.0
339.0,-74.57250213623047,238.0,1.0,0.0,0.0,0.0
340.0,-39.238067626953125,254.0,1.0,0.0,0.0,0.0
341.0,-56.334197998046875,213.0,1.0,0.0,0.0,0.0
342.0,-45.855140686035156,187.0,1.0,0.0,0.0,0.0
343.0,-21.212966918945312,238.0,1.0,0.0,0.0,0.0
344.0,-43.754302978515625,247.0,1.0,0.0,0.0,0.0
345.0,-585.2031860351562,264.0,0.0,1.0,1.0,0.0
346.0,-45.198707580566406,207.0,1.0,0.0,0.0,0.0
347.0,-249.66201782226562,224.0,0.0,2.0,2.0,0.0
348.0,-42.603126525878906,275.0,1.0,0.0,0.0,0.0
349.0,-53.864044189453125,224.0,1.0,0.0,0.0,0.0
350.0,-163.2529296875,246.0,1.0,0.0,0.0,0.0
351.0,-32.03421401977539,311.0,1.0,0.0,0.0,0.0
352.0,-68.51803588867188,283.0,1.0,0.0,0.0,0.0
353.0,-55.04631805419922,305.0,1.0,0.0,0.0,0.0
354.0,-64.92642211914062,254.0,1.0,0.0,0.0,0.0
355.0,-46.15126037597656,213.0,1.0,0.0,0.0,0.0
356.0,-1115.5234375,336.0,0.0,2.0,2.0,0.0
357.0,-49.50180435180664,260.0,1.0,0.0,0.0,0.0
358.0,-50.5921630859375,311.0,1.0,0.0,0.0,0.0
359.0,-55.620216369628906,243.0,1.0,0.0,0.0,0.0
360.0,-125.22981262207031,340.0,0.0,1.0,1.0,0.0
361.0,-749.037109375,282.0,0.0,1.0,1.0,0.0
362.0,-61.184547424316406,208.0,1.0,0.0,0.0,0.0
363.0,-145.4674072265625,269.0,0.0,1.0,1.0,0.0
364.0,-93.70802307128906,222.0,1.0,0.0,0.0,0.0
365.0,-1338.4840087890625,311.0,0.0,2.0,2.0,0.0
366.0,-166.7562255859375,228.0,0.0,1.0,1.0,0.0
367.0,-48.791664123535156,195.0,1.0,0.0,0.0,0.0
368.0,-44.50267028808594,285.0,1.0,0.0,0.0,0.0
369.0,-29.69647216796875,257.0,1.0,0.0,0.0,0.0
370.0,-35.95049285888672,178.0,1.0,0.0,0.0,0.0
371.0,-21.70343780517578,261.0,1.0,0.0,0.0,0.0
372.0,-43.24851989746094,300.0,1.0,0.0,0.0,0.0
373.0,-55.96251678466797,235.0,1.0,0.0,0.0,0.0
374.0,-59.79999542236328,188.0,1.0,0.0,0.0,0.0
375.0,-25.978281021118164,403.0,1.0,0.0,0.0,0.0
376.0,-31.81513023376465,241.0,1.0,0.0,0.0,0.0
377.0,-33.08322525024414,188.0,1.0,0.0,0.0,0.0
378.0,-33.383331298828125,213.0,1.0,0.0,0.0,0.0
379.0,-40.512115478515625,221.0,1.0,0.0,0.0,0.0
380.0,-40.67100524902344,226.0,1.0,0.0,0.0,0.0
381.0,-157.1128387451172,231.0,0.0,1.0,1.0,0.0
382.0,-28.11548614501953,228.0,1.0,0.0,0.0,0.0
383.0,-25.289710998535156,183.0,1.0,0.0,0.0,0.0
384.0,-537.5078125,255.0,0.0,2.0,2.0,0.0
385.0,-148.75099182128906,190.0,0.0,1.0,1.0,0.0
386.0,-30.479511260986328,218.0,1.0,0.0,0.0,0.0
387.0,-1012.6732177734375,323.0,0.0,3.0,3.0,0.0
388.0,-26.20262908935547,229.0,1.0,0.0,0.0,0.0
389.0,-496.0745544433594,247.0,0.0,1.0,1.0,0.0
390.0,-34.83882522583008,198.0,1.0,0.0,0.0,0.0
391.0,-19.241601943969727,253.0,1.0,0.0,0.0,0.0
392.0,-313.7126770019531,244.0,0.0,1.0,1.0,0.0
393.0,-41.46662521362305,198.0,1.0,0.0,0.0,0.0
394.0,-47.600074768066406,240.0,1.0,0.0,0.0,0.0
395.0,-22.823993682861328,267.0,1.0,0.0,0.0,0.0
396.0,-125.7490234375,232.0,0.0,1.0,1.0,0.0
397.0,-26.319971084594727,306.0,1.0,0.0,0.0,0.0
398.0,-141.44088745117188,234.0,0.0,1.0,1.0,0.0
399.0,-39.7817497253418,198.0,1.0,0.0,0.0,0.0
400.0,-33.26029968261719,232.0,1.0,0.0,0.0,0.0
401.0,-123.80084991455078,208.0,0.0,1.0,1.0,0.0
402.0,-20.607471466064453,278.0,1.0,0.0,0.0,0.0
403.0,-60.10625457763672,234.0,1.0,0.0,0.0,0.0
404.0,-40.23578643798828,225.0,1.0,0.0,0.0,0.0
405.0,-33.15745162963867,234.0,1.0,0.0,0.0,0.0
406.0,-28.826148986816406,256.0,1.0,0.0,0.0,0.0
407.0,-128.09976196289062,197.0,0.0,1.0,1.0,0.0
408.0,-29.608943939208984,273.0,1.0,0.0,0.0,0.0
409.0,-31.769874572753906,250.0,1.0,0.0,0.0,0.0
410.0,-34.45697784423828,291.0,1.0,0.0,0.0,0.0
411.0,-122.4228286743164,217.0,0.0,1.0,1.0,0.0
412.0,-42.51029968261719,182.0,1.0,0.0,0.0,0.0
413.0,-31.602195739746094,388.0,1.0,0.0,0.0,0.0
414.0,-127.84907531738281,267.0,0.0,1.0,1.0,0.0
415.0,-25.361820220947266,228.0,1.0,0.0,0.0,0.0
416.0,-18.438461303710938,237.0,1.0,0.0,0.0,0.0
417.0,-21.553646087646484,296.0,1.0,0.0,0.0,0.0
418.0,-24.68537139892578,418.0,1.0,0.0,0.0,0.0
419.0,-29.477630615234375,227.0,1.0,0.0,0.0,0.0
420.0,-137.6024627685547,213.0,0.0,1.0,1.0,0.0
421.0,-26.562984466552734,240.0,1.0,0.0,0.0,0.0
422.0,-28.859617233276367,240.0,1.0,0.0,0.0,0.0
