episode, reward, steps, success, n_collisions, n_unique_collisions, timedout
86.0,-210.95285034179688,242.0,0.0,1.0,1.0,0.0
87.0,-186.28421020507812,220.0,0.0,1.0,1.0,0.0
88.0,-102.43297576904297,334.0,1.0,0.0,0.0,0.0
89.0,-175.16004943847656,214.0,0.0,1.0,1.0,0.0
90.0,-85.26566314697266,201.0,1.0,0.0,0.0,0.0
91.0,-385.986328125,214.0,0.0,2.0,2.0,0.0
92.0,-87.71876525878906,268.0,1.0,0.0,0.0,0.0
93.0,-51.69378662109375,231.0,1.0,0.0,0.0,0.0
94.0,-91.89452362060547,240.0,1.0,0.0,0.0,0.0
95.0,-87.40283203125,319.0,1.0,0.0,0.0,0.0
96.0,-62.94591522216797,204.0,1.0,0.0,0.0,0.0
97.0,-89.8077621459961,313.0,1.0,0.0,0.0,0.0
98.0,-119.78467559814453,245.0,1.0,0.0,0.0,0.0
99.0,-162.30859375,223.0,0.0,1.0,1.0,0.0
100.0,-370.0396728515625,229.0,0.0,2.0,2.0,0.0
101.0,-179.85198974609375,249.0,0.0,1.0,1.0,0.0
102.0,-243.14405822753906,198.0,0.0,1.0,1.0,0.0
103.0,-331.61932373046875,254.0,0.0,2.0,2.0,0.0
104.0,-152.72659301757812,231.0,0.0,1.0,1.0,0.0
105.0,-74.56890869140625,295.0,1.0,0.0,0.0,0.0
106.0,-86.20458984375,240.0,1.0,0.0,0.0,0.0
107.0,-78.02665710449219,240.0,1.0,0.0,0.0,0.0
108.0,-294.3057861328125,195.0,0.0,2.0,2.0,0.0
109.0,-163.05929565429688,245.0,0.0,1.0,1.0,0.0
110.0,-142.65673828125,194.0,0.0,1.0,1.0,0.0
111.0,-46.44037628173828,284.0,1.0,0.0,0.0,0.0
112.0,-55.60990905761719,256.0,1.0,0.0,0.0,0.0
113.0,-161.6673583984375,175.0,0.0,1.0,1.0,0.0
114.0,-63.62565612792969,232.0,1.0,0.0,0.0,0.0
115.0,-165.51483154296875,351.0,0.0,1.0,1.0,0.0
116.0,-152.928955078125,220.0,0.0,1.0,1.0,0.0
117.0,-143.61380004882812,263.0,0.0,1.0,1.0,0.0
118.0,-170.40206909179688,249.0,0.0,1.0,1.0,0.0
119.0,-59.639312744140625,222.0,1.0,0.0,0.0,0.0
120.0,-335.5722351074219,194.0,0.0,2.0,2.0,0.0
121.0,-543.3046264648438,254.0,0.0,2.0,2.0,0.0
122.0,-59.55772018432617,236.0,1.0,0.0,0.0,0.0
123.0,-205.38648986816406,208.0,0.0,1.0,1.0,0.0
124.0,-415.1051330566406,247.0,0.0,2.0,2.0,0.0
125.0,-85.48497009277344,224.0,1.0,0.0,0.0,0.0
126.0,-261.6478576660156,231.0,0.0,1.0,1.0,0.0
127.0,-138.43634033203125,268.0,1.0,0.0,0.0,0.0
128.0,-224.90255737304688,202.0,0.0,1.0,1.0,0.0
129.0,-52.62004852294922,270.0,1.0,0.0,0.0,0.0
130.0,-88.68547058105469,221.0,1.0,0.0,0.0,0.0
131.0,-266.80145263671875,226.0,0.0,2.0,2.0,0.0
132.0,-102.29151153564453,204.0,1.0,0.0,0.0,0.0
133.0,-302.47833251953125,368.0,0.0,2.0,2.0,0.0
134.0,-178.88157653808594,194.0,0.0,1.0,1.0,0.0
135.0,-207.52890014648438,421.0,0.0,1.0,1.0,0.0
136.0,-47.19178009033203,274.0,1.0,0.0,0.0,0.0
137.0,-48.47685241699219,329.0,1.0,0.0,0.0,0.0
138.0,-42.37148666381836,277.0,1.0,0.0,0.0,0.0
139.0,-44.781089782714844,342.0,1.0,0.0,0.0,0.0
140.0,-60.37030792236328,235.0,1.0,0.0,0.0,0.0
141.0,-529.2363891601562,300.0,0.0,3.0,3.0,0.0
142.0,-148.21339416503906,303.0,0.0,1.0,1.0,0.0
143.0,-264.86297607421875,229.0,0.0,1.0,1.0,0.0
144.0,-88.49636840820312,230.0,1.0,0.0,0.0,0.0
145.0,-360.6949768066406,313.0,0.0,2.0,2.0,0.0
146.0,-45.328956604003906,229.0,1.0,0.0,0.0,0.0
147.0,-57.116920471191406,254.0,1.0,0.0,0.0,0.0
148.0,-243.59481811523438,181.0,0.0,2.0,2.0,0.0
149.0,-39.05088806152344,246.0,1.0,0.0,0.0,0.0
150.0,-34.5365104675293,364.0,1.0,0.0,0.0,0.0
151.0,-282.48968505859375,219.0,0.0,1.0,1.0,0.0
152.0,-159.61691284179688,253.0,0.0,1.0,1.0,0.0
153.0,-166.40396118164062,249.0,1.0,0.0,0.0,0.0
154.0,-207.69964599609375,211.0,0.0,1.0,1.0,0.0
155.0,-275.4916687011719,218.0,1.0,0.0,0.0,0.0
156.0,-162.09339904785156,207.0,0.0,1.0,1.0,0.0
157.0,-42.74710464477539,297.0,1.0,0.0,0.0,0.0
158.0,-41.610107421875,242.0,1.0,0.0,0.0,0.0
159.0,-138.58872985839844,263.0,0.0,1.0,1.0,0.0
160.0,-173.1450958251953,251.0,0.0,1.0,1.0,0.0
161.0,-243.81625366210938,196.0,0.0,2.0,2.0,0.0
162.0,-59.180702209472656,211.0,1.0,0.0,0.0,0.0
163.0,-144.36343383789062,218.0,0.0,1.0,1.0,0.0
164.0,-43.5257453918457,252.0,1.0,0.0,0.0,0.0
165.0,-55.180477142333984,226.0,1.0,0.0,0.0,0.0
166.0,-400.269287109375,288.0,0.0,2.0,2.0,0.0
167.0,-381.58953857421875,215.0,0.0,2.0,2.0,0.0
168.0,-57.20930099487305,208.0,1.0,0.0,0.0,0.0
169.0,-58.832969665527344,299.0,1.0,0.0,0.0,0.0
170.0,-34.00666046142578,363.0,1.0,0.0,0.0,0.0
171.0,-160.78260803222656,231.0,1.0,0.0,0.0,0.0
172.0,-186.4969024658203,210.0,0.0,1.0,1.0,0.0
173.0,-37.08723068237305,305.0,1.0,0.0,0.0,0.0
174.0,-442.0395812988281,235.0,0.0,2.0,2.0,0.0
175.0,-32.163421630859375,420.0,1.0,0.0,0.0,0.0
176.0,-71.02484893798828,277.0,1.0,0.0,0.0,0.0
177.0,-149.9269256591797,242.0,0.0,1.0,1.0,0.0
178.0,-154.5894317626953,179.0,0.0,1.0,1.0,0.0
179.0,-149.99639892578125,288.0,0.0,1.0,1.0,0.0
180.0,-55.34403991699219,243.0,1.0,0.0,0.0,0.0
181.0,-40.89091491699219,334.0,1.0,0.0,0.0,0.0
182.0,-91.25370025634766,229.0,1.0,0.0,0.0,0.0
183.0,-172.0164337158203,201.0,0.0,1.0,1.0,0.0
184.0,-248.99041748046875,252.0,0.0,1.0,1.0,0.0
185.0,-209.5511474609375,227.0,0.0,1.0,1.0,0.0
186.0,-149.21197509765625,237.0,0.0,1.0,1.0,0.0
187.0,-144.8113250732422,367.0,0.0,1.0,1.0,0.0
188.0,-60.369815826416016,224.0,1.0,0.0,0.0,0.0
189.0,-262.89410400390625,274.0,0.0,1.0,1.0,0.0
190.0,-51.509788513183594,325.0,1.0,0.0,0.0,0.0
191.0,-141.67977905273438,268.0,0.0,1.0,1.0,0.0
192.0,-143.8806915283203,252.0,0.0,1.0,1.0,0.0
193.0,-69.16961669921875,260.0,1.0,0.0,0.0,0.0
194.0,-647.816162109375,233.0,0.0,2.0,2.0,0.0
195.0,-50.03790283203125,248.0,1.0,0.0,0.0,0.0
196.0,-49.25667953491211,239.0,1.0,0.0,0.0,0.0
197.0,-233.94358825683594,143.0,0.0,2.0,2.0,0.0
198.0,-40.67341232299805,288.0,1.0,0.0,0.0,0.0
199.0,-48.64056396484375,392.0,1.0,0.0,0.0,0.0
200.0,-203.00282287597656,257.0,0.0,1.0,1.0,0.0
201.0,-37.88901138305664,241.0,1.0,0.0,0.0,0.0
202.0,-745.4773559570312,266.0,0.0,3.0,3.0,0.0
203.0,-73.69841003417969,263.0,1.0,0.0,0.0,0.0
204.0,-106.26316833496094,205.0,1.0,0.0,0.0,0.0
205.0,-45.50630569458008,249.0,1.0,0.0,0.0,0.0
206.0,-39.692626953125,279.0,1.0,0.0,0.0,0.0
207.0,-80.77842712402344,211.0,1.0,0.0,0.0,0.0
208.0,-33.34671401977539,211.0,1.0,0.0,0.0,0.0
209.0,-53.705909729003906,321.0,1.0,0.0,0.0,0.0
210.0,-54.275882720947266,181.0,1.0,0.0,0.0,0.0
211.0,-65.74983978271484,315.0,1.0,0.0,0.0,0.0
212.0,-500.1526184082031,192.0,0.0,3.0,3.0,0.0
213.0,-88.41730499267578,219.0,1.0,0.0,0.0,0.0
214.0,-48.718509674072266,195.0,1.0,0.0,0.0,0.0
215.0,-46.23533630371094,298.0,1.0,0.0,0.0,0.0
216.0,-42.87560272216797,231.0,1.0,0.0,0.0,0.0
217.0,-39.3340950012207,391.0,1.0,0.0,0.0,0.0
218.0,-443.0301513671875,258.0,0.0,2.0,2.0,0.0
219.0,-60.49518585205078,192.0,1.0,0.0,0.0,0.0
220.0,-150.4538116455078,184.0,0.0,1.0,1.0,0.0
221.0,-84.46793365478516,258.0,1.0,0.0,0.0,0.0
222.0,-162.34274291992188,448.0,0.0,1.0,1.0,0.0
223.0,-131.66082763671875,294.0,0.0,1.0,1.0,0.0
224.0,-527.4701538085938,244.0,0.0,3.0,3.0,0.0
225.0,-406.0728454589844,233.0,0.0,2.0,2.0,0.0
226.0,-43.56938552856445,222.0,1.0,0.0,0.0,0.0
227.0,-66.37816619873047,245.0,1.0,0.0,0.0,0.0
228.0,-38.271026611328125,210.0,1.0,0.0,0.0,0.0
229.0,-44.83720016479492,199.0,1.0,0.0,0.0,0.0
230.0,-40.86258316040039,276.0,1.0,0.0,0.0,0.0
231.0,-147.9990692138672,226.0,0.0,1.0,1.0,0.0
232.0,-44.022918701171875,236.0,1.0,0.0,0.0,0.0
233.0,-35.01030349731445,280.0,1.0,0.0,0.0,0.0
234.0,-41.03388977050781,232.0,1.0,0.0,0.0,0.0
235.0,-166.9001922607422,291.0,0.0,1.0,1.0,0.0
236.0,-322.29412841796875,192.0,0.0,2.0,2.0,0.0
237.0,-26.515846252441406,299.0,1.0,0.0,0.0,0.0
238.0,-143.05648803710938,253.0,1.0,0.0,0.0,0.0
239.0,-410.20001220703125,235.0,0.0,2.0,2.0,0.0
240.0,-40.06089782714844,256.0,1.0,0.0,0.0,0.0
241.0,-43.36516571044922,191.0,1.0,0.0,0.0,0.0
242.0,-37.03615188598633,235.0,1.0,0.0,0.0,0.0
243.0,-54.166419982910156,345.0,1.0,0.0,0.0,0.0
244.0,-38.55358123779297,331.0,1.0,0.0,0.0,0.0
245.0,-275.9353942871094,222.0,0.0,1.0,1.0,0.0
246.0,-260.1807861328125,226.0,0.0,2.0,2.0,0.0
247.0,-324.0508117675781,188.0,0.0,2.0,2.0,0.0
248.0,-41.60816192626953,278.0,1.0,0.0,0.0,0.0
249.0,-261.3543395996094,272.0,0.0,1.0,1.0,0.0
250.0,-65.4299087524414,240.0,1.0,0.0,0.0,0.0
251.0,-420.0409851074219,267.0,0.0,2.0,2.0,0.0
252.0,-192.24703979492188,238.0,0.0,1.0,1.0,0.0
253.0,-146.7908477783203,245.0,0.0,1.0,1.0,0.0
254.0,-162.31268310546875,197.0,0.0,1.0,1.0,0.0
255.0,-41.0037841796875,248.0,1.0,0.0,0.0,0.0
256.0,-127.99552917480469,216.0,0.0,1.0,1.0,0.0
257.0,-58.32342529296875,223.0,1.0,0.0,0.0,0.0
258.0,-56.31771469116211,216.0,1.0,0.0,0.0,0.0
259.0,-44.77118682861328,202.0,1.0,0.0,0.0,0.0
260.0,-418.04119873046875,306.0,0.0,2.0,2.0,0.0
261.0,-159.89077758789062,327.0,0.0,1.0,1.0,0.0
262.0,-63.13470458984375,246.0,1.0,0.0,0.0,0.0
263.0,-36.84160232543945,259.0,1.0,0.0,0.0,0.0
264.0,-147.35433959960938,264.0,0.0,1.0,1.0,0.0
265.0,-33.96415328979492,264.0,1.0,0.0,0.0,0.0
266.0,-51.38624572753906,206.0,1.0,0.0,0.0,0.0
267.0,-43.06684494018555,234.0,1.0,0.0,0.0,0.0
268.0,-108.70866394042969,281.0,1.0,0.0,0.0,0.0
269.0,-139.5164031982422,226.0,0.0,1.0,1.0,0.0
270.0,-365.71234130859375,210.0,0.0,2.0,2.0,0.0
271.0,-61.31190490722656,216.0,1.0,0.0,0.0,0.0
272.0,-411.27130126953125,261.0,0.0,2.0,2.0,0.0
273.0,-245.22286987304688,260.0,0.0,1.0,1.0,0.0
274.0,-48.346405029296875,202.0,1.0,0.0,0.0,0.0
275.0,-27.240148544311523,292.0,1.0,0.0,0.0,0.0
276.0,-181.181640625,191.0,0.0,1.0,1.0,0.0
277.0,-34.62043762207031,248.0,1.0,0.0,0.0,0.0
278.0,-316.353271484375,212.0,0.0,2.0,2.0,0.0
279.0,-31.098995208740234,210.0,1.0,0.0,0.0,0.0
280.0,-230.2918701171875,265.0,0.0,1.0,1.0,0.0
281.0,-209.3164825439453,190.0,0.0,1.0,1.0,0.0
282.0,-30.730348587036133,453.0,1.0,0.0,0.0,0.0
283.0,-38.93266677856445,251.0,1.0,0.0,0.0,0.0
284.0,-46.1888542175293,229.0,1.0,0.0,0.0,0.0
285.0,-46.49094009399414,272.0,1.0,0.0,0.0,0.0
286.0,-42.774497985839844,189.0,1.0,0.0,0.0,0.0
287.0,-148.81822204589844,191.0,0.0,1.0,1.0,0.0
288.0,-31.000450134277344,245.0,1.0,0.0,0.0,0.0
289.0,-40.08411407470703,265.0,1.0,0.0,0.0,0.0
290.0,-40.06589126586914,223.0,1.0,0.0,0.0,0.0
291.0,-37.43515396118164,223.0,1.0,0.0,0.0,0.0
292.0,-40.08770751953125,258.0,1.0,0.0,0.0,0.0
293.0,-172.0784454345703,246.0,0.0,1.0,1.0,0.0
294.0,-58.95791244506836,189.0,1.0,0.0,0.0,0.0
295.0,-65.48468017578125,214.0,1.0,0.0,0.0,0.0
296.0,-36.81297302246094,225.0,1.0,0.0,0.0,0.0
297.0,-321.62353515625,324.0,0.0,1.0,1.0,0.0
298.0,-53.656471252441406,217.0,1.0,0.0,0.0,0.0
299.0,-125.22708129882812,266.0,0.0,1.0,1.0,0.0
300.0,-80.10997009277344,209.0,1.0,0.0,0.0,0.0
301.0,-77.50511932373047,270.0,1.0,0.0,0.0,0.0
302.0,-55.30925369262695,240.0,1.0,0.0,0.0,0.0
303.0,-245.58383178710938,220.0,0.0,2.0,2.0,0.0
304.0,-139.29322814941406,239.0,0.0,1.0,1.0,0.0
305.0,-43.477806091308594,202.0,1.0,0.0,0.0,0.0
306.0,-46.11439895629883,264.0,1.0,0.0,0.0,0.0
307.0,-315.6791076660156,212.0,0.0,2.0,2.0,0.0
308.0,-243.92588806152344,199.0,0.0,1.0,1.0,0.0
309.0,-31.272090911865234,240.0,1.0,0.0,0.0,0.0
310.0,-599.0440673828125,243.0,0.0,3.0,3.0,0.0
311.0,-36.01334762573242,242.0,1.0,0.0,0.0,0.0
312.0,-36.98188781738281,197.0,1.0,0.0,0.0,0.0
313.0,-55.48398208618164,210.0,1.0,0.0,0.0,0.0
314.0,-91.6319580078125,202.0,1.0,0.0,0.0,0.0
315.0,-319.6795654296875,257.0,0.0,1.0,1.0,0.0
316.0,-28.14658546447754,234.0,1.0,0.0,0.0,0.0
317.0,-48.806114196777344,239.0,1.0,0.0,0.0,0.0
318.0,-43.6190185546875,165.0,1.0,0.0,0.0,0.0
319.0,-137.75064086914062,233.0,0.0,1.0,1.0,0.0
320.0,-32.62804412841797,225.0,1.0,0.0,0.0,0.0
321.0,-39.387725830078125,302.0,1.0,0.0,0.0,0.0
322.0,-25.46001434326172,241.0,1.0,0.0,0.0,0.0
323.0,-33.09190368652344,220.0,1.0,0.0,0.0,0.0
324.0,-495.3275451660156,278.0,0.0,2.0,2.0,0.0
325.0,-129.41062927246094,260.0,0.0,1.0,1.0,0.0
326.0,-129.36416625976562,254.0,0.0,1.0,1.0,0.0
327.0,-629.47509765625,217.0,0.0,3.0,3.0,0.0
328.0,-33.50649642944336,253.0,1.0,0.0,0.0,0.0
329.0,-462.1130676269531,237.0,0.0,2.0,2.0,0.0
330.0,-927.60595703125,257.0,0.0,4.0,4.0,0.0
331.0,-33.8125114440918,203.0,1.0,0.0,0.0,0.0
332.0,-25.437469482421875,263.0,1.0,0.0,0.0,0.0
333.0,-165.900390625,161.0,0.0,1.0,1.0,0.0
334.0,-44.55433654785156,200.0,1.0,0.0,0.0,0.0
335.0,-26.97686004638672,226.0,1.0,0.0,0.0,0.0
336.0,-261.6697692871094,202.0,0.0,1.0,1.0,0.0
337.0,-138.79946899414062,249.0,0.0,1.0,1.0,0.0
338.0,-23.697738647460938,289.0,1.0,0.0,0.0,0.0
339.0,-31.046504974365234,294.0,1.0,0.0,0.0,0.0
340.0,-141.35427856445312,273.0,0.0,1.0,1.0,0.0
341.0,-265.0707092285156,345.0,0.0,1.0,1.0,0.0
342.0,-41.74962615966797,159.0,1.0,0.0,0.0,0.0
343.0,-46.230323791503906,229.0,1.0,0.0,0.0,0.0
344.0,-68.85234069824219,199.0,1.0,0.0,0.0,0.0
345.0,-118.08804321289062,267.0,0.0,1.0,1.0,0.0
346.0,-614.9710083007812,264.0,0.0,2.0,2.0,0.0
347.0,-37.8077278137207,278.0,1.0,0.0,0.0,0.0
348.0,-41.981048583984375,332.0,1.0,0.0,0.0,0.0
349.0,-35.515586853027344,260.0,1.0,0.0,0.0,0.0
350.0,-24.447174072265625,214.0,1.0,0.0,0.0,0.0
351.0,-25.45907211303711,396.0,1.0,0.0,0.0,0.0
352.0,-30.978248596191406,284.0,1.0,0.0,0.0,0.0
353.0,-27.48819923400879,268.0,1.0,0.0,0.0,0.0
354.0,-138.25193786621094,195.0,0.0,1.0,1.0,0.0
355.0,-159.6204376220703,243.0,0.0,1.0,1.0,0.0
356.0,-30.259687423706055,278.0,1.0,0.0,0.0,0.0
357.0,-600.353759765625,254.0,0.0,2.0,2.0,0.0
358.0,-38.341468811035156,208.0,1.0,0.0,0.0,0.0
359.0,-131.80917358398438,236.0,0.0,1.0,1.0,0.0
360.0,-484.5647888183594,318.0,0.0,2.0,2.0,0.0
361.0,-142.77867126464844,261.0,0.0,1.0,1.0,0.0
362.0,-23.46278190612793,278.0,1.0,0.0,0.0,0.0
363.0,-22.81458282470703,253.0,1.0,0.0,0.0,0.0
364.0,-34.2475700378418,208.0,1.0,0.0,0.0,0.0
365.0,-27.237220764160156,227.0,1.0,0.0,0.0,0.0
366.0,-34.00107192993164,292.0,1.0,0.0,0.0,0.0
367.0,-35.64153289794922,215.0,1.0,0.0,0.0,0.0
368.0,-845.2551879882812,270.0,0.0,3.0,3.0,0.0
369.0,-27.535728454589844,245.0,1.0,0.0,0.0,0.0
370.0,-42.66159439086914,321.0,1.0,0.0,0.0,0.0
371.0,-147.29212951660156,189.0,0.0,1.0,1.0,0.0
372.0,-59.66571044921875,215.0,1.0,0.0,0.0,0.0
373.0,-35.92940902709961,188.0,1.0,0.0,0.0,0.0
374.0,-57.4771614074707,350.0,1.0,0.0,0.0,0.0
375.0,-28.313505172729492,283.0,1.0,0.0,0.0,0.0
376.0,-30.120317459106445,222.0,1.0,0.0,0.0,0.0
377.0,-31.08123779296875,248.0,1.0,0.0,0.0,0.0
378.0,-22.406963348388672,318.0,1.0,0.0,0.0,0.0
379.0,-25.996315002441406,251.0,1.0,0.0,0.0,0.0
380.0,-35.637847900390625,288.0,1.0,0.0,0.0,0.0
381.0,-29.974016189575195,253.0,1.0,0.0,0.0,0.0
382.0,-36.828887939453125,225.0,1.0,0.0,0.0,0.0
383.0,-31.250329971313477,217.0,1.0,0.0,0.0,0.0
384.0,-36.5058708190918,258.0,1.0,0.0,0.0,0.0
385.0,-64.8617172241211,223.0,1.0,0.0,0.0,0.0
386.0,-107.10359191894531,311.0,1.0,0.0,0.0,0.0
387.0,-43.28599548339844,224.0,1.0,0.0,0.0,0.0
388.0,-23.096176147460938,236.0,1.0,0.0,0.0,0.0
389.0,-30.39580535888672,217.0,1.0,0.0,0.0,0.0
390.0,-38.749691009521484,188.0,1.0,0.0,0.0,0.0
391.0,-77.69071960449219,269.0,1.0,0.0,0.0,0.0
392.0,-21.756227493286133,225.0,1.0,0.0,0.0,0.0
393.0,-33.848968505859375,282.0,1.0,0.0,0.0,0.0
394.0,-34.18059158325195,216.0,1.0,0.0,0.0,0.0
395.0,-37.54454803466797,206.0,1.0,0.0,0.0,0.0
396.0,-121.29220581054688,261.0,1.0,0.0,0.0,0.0
397.0,-32.958885192871094,235.0,1.0,0.0,0.0,0.0
398.0,-20.31980323791504,323.0,1.0,0.0,0.0,0.0
399.0,-29.98015594482422,291.0,1.0,0.0,0.0,0.0
400.0,-22.190643310546875,223.0,1.0,0.0,0.0,0.0
401.0,-19.946849822998047,362.0,1.0,0.0,0.0,0.0
402.0,-25.5158634185791,211.0,1.0,0.0,0.0,0.0
403.0,-28.888980865478516,300.0,1.0,0.0,0.0,0.0
404.0,-37.953125,300.0,1.0,0.0,0.0,0.0
405.0,-50.00822067260742,206.0,1.0,0.0,0.0,0.0
406.0,-26.86931800842285,243.0,1.0,0.0,0.0,0.0
407.0,-493.6236877441406,223.0,0.0,2.0,2.0,0.0
408.0,-187.42156982421875,177.0,0.0,1.0,1.0,0.0
409.0,-33.241180419921875,244.0,1.0,0.0,0.0,0.0
410.0,-40.01268005371094,259.0,1.0,0.0,0.0,0.0
411.0,-25.08846664428711,280.0,1.0,0.0,0.0,0.0
412.0,-812.722412109375,235.0,0.0,3.0,3.0,0.0
413.0,-29.476791381835938,197.0,1.0,0.0,0.0,0.0
414.0,-48.025814056396484,204.0,1.0,0.0,0.0,0.0
415.0,-57.71346664428711,292.0,1.0,0.0,0.0,0.0
416.0,-21.126548767089844,193.0,1.0,0.0,0.0,0.0
417.0,-775.673583984375,215.0,0.0,3.0,3.0,0.0
418.0,-48.223995208740234,201.0,1.0,0.0,0.0,0.0
419.0,-27.910764694213867,181.0,1.0,0.0,0.0,0.0
420.0,-18.87035369873047,240.0,1.0,0.0,0.0,0.0
421.0,-23.968650817871094,246.0,1.0,0.0,0.0,0.0
422.0,-31.668392181396484,169.0,1.0,0.0,0.0,0.0
